"","UA","area.floresta1500","area.floresta1000","area.floresta750","area.floresta500","eucl1500","eucl1000","eucl750","eucl500","X.y","bdodmean","cecmean","claymean","nitrogenmean","phh2omean","sandmean","bio1","bio5","bio4","bio6","bio7","bio12","bio13","bio14","bio15","elev","X (Longitude)","Y (Latitude)","Freq","FT","stage","X","dur_uso_anos","n.changes","freq.fire","forest.type"
"382","2531",238.14,128.79,85.05,53.46,180,180,180,3510,469,0.1,1.962,4.473,0.318,0.528,2.228,2924,3013,3342,2831,182,22657,2613,1469,154,535,327281,7017360,47.725540025413,"Floresta Estacional Decidual","Estádio Avançado de Regeneração",457,30,10,2,"FED"
"384","2987",295.65,133.65,74.52,44.55,180,201.246117974981,371.079506305589,5921.56229385455,472,0.096,1.712,4.657,0.321,0.52,1.865,2924,3009,3209,2836,173,22291,2548,1451,148,549,349292,7037756,39.2602040816327,"Floresta Estacional Decidual","Estádio Avançado de Regeneração",460,6,13,7,"FED"
"385","3001",801.9,400.95,241.38,123.12,360,1310.41978007049,1835.6470248934,2367.53035883386,473,0.103,2.013,4.908,0.348,0.5,1.81,2907,2990,3069,2819,171,17537,1923,1064,181,817,577053,7096256,97.6214833759591,"Floresta Ombrófila Mista","Estádio Avançado de Regeneração",461,20,10,7,"FOM"
"386","3002",801.9,400.95,241.38,123.12,360,1310.41978007049,1835.6470248934,2367.53035883386,474,0.105,1.865,5.077,0.331,0.492,1.755,2907,2990,3075,2819,171,17620,1932,1068,181,835,577011,7096705,99.156010230179,"Floresta Ombrófila Mista","Estádio Avançado de Regeneração",462,18,10,7,"FOM"
"387","3082",222.75,103.68,68.85,36.45,180,201.246117974981,201.246117974981,270,475,0.104,1.85,4.672,0.257,0.53,2.033,2931,3022,3358,2839,183,20227,2418,1101,191,547,260240,7041324,42.7770700636943,"Floresta Estacional Decidual","Estádio Médio de Regeneração",463,22,11,2,"FED"
"388","3097",25.92,25.92,25.92,25.92,201.246117974981,201.246117974981,201.246117974981,201.246117974981,476,0.109,1.755,4.478,0.261,0.53,2.112,2926,3013,3279,2836,177,19728,2289,1234,159,538,326939,7042293,22.2307104660046,"Floresta Estacional Decidual","Estádio Avançado de Regeneração",464,30,10,2,"FED"
"389","3309",142.56,123.12,75.33,41.31,180,324.499614791759,180,371.079506305589,478,0.107,1.757,5.013,0.289,0.53,1.86,2929,3017,3339,2839,178,23382,2751,1258,190,562,272983,7051350,39.0573248407643,"Floresta Estacional Decidual","Estádio Avançado de Regeneração",466,29,14,1,"FED"
"390","3414",151.47,72.09,56.7,34.02,180,180,180,180,479,0.106,2.015,5.538,0.271,0.535,1.635,2930,3018,3332,2840,178,18913,2247,1003,190,392,259192,7056491,25.6880733944954,"Floresta Estacional Decidual","Estádio Avançado de Regeneração",467,28,11,2,"FED"
"391","3416",85.86,68.85,54.27,38.07,180,180,180,254.558441227157,480,0.102,1.815,5.213,0.287,0.53,1.76,2927,3014,3275,2838,176,22116,2590,1175,189,547,268275,7056227,27.8103492225338,"Floresta Estacional Decidual","Estádio Médio de Regeneração",468,15,9,1,"FED"
"392","3427",275.4,139.32,99.63,47.79,180,180,15574.1612936299,180,481,0.104,1.672,5.267,0.279,0.52,1.7,2921,3005,3173,2832,173,21666,2531,1277,171,678,317882,7057519,39.4039735099338,"Floresta Estacional Decidual","Estádio Avançado de Regeneração",469,13,10,2,"FED"
"394","5000",130.41,115.02,91.53,55.89,201.246117974981,270,371.079506305589,2675.89237451733,486,0.101,1.587,5.447,0.289,0.51,1.567,2897,2986,3301,2807,179,21256,2227,1291,139,949,486523,6937030,41.8645780697322,"Floresta Ombrófila Mista","Estádio Avançado de Regeneração",474,25,10,4,"FOM"
"395","6001",488.43,174.15,123.93,66.42,180,284.604989415154,1127.69676775275,1465.09385364897,487,0.102,1.885,6.153,0.295,0.51,1.18,2909,2991,3060,2824,167,23511,2713,1213,184,900,271826,7088081,48.4398976982097,"Floresta Ombrófila Mista/Floresta Estacional Decidual","Estádio Avançado de Regeneração",475,28,10,2,"FOM"
"396","6002",488.43,123.12,72.09,38.88,180,180,201.246117974981,1465.09385364897,488,0.101,2.045,5.592,0.301,0.51,1.453,2912,2994,3089,2826,168,22784,2611,1176,183,860,271037,7085899,38.5699641209636,"Floresta Ombrófila Mista/Floresta Estacional Decidual","Estádio Avançado de Regeneração",476,18,10,2,"FOM"
"397","6003",252.72,137.7,90.72,51.84,180,180,180,2700,489,0.101,1.732,5.618,0.325,0.51,1.362,2911,2993,3050,2826,167,22554,2583,1170,183,870,270717,7077900,45.4034729315628,"Floresta Ombrófila Mista","Estádio Avançado de Regeneração",477,27,9,2,"FOM"
"398","6004",494.1,237.33,150.66,77.76,180,1620,2160,2700,490,0.1,1.815,5.313,0.34,0.515,1.598,2912,2994,3050,2827,167,22276,2557,1157,184,858,270456,7074337,75.607261569931,"Floresta Ombrófila Mista/Floresta Estacional Decidual","Estádio Avançado de Regeneração",478,12,11,2,"FOM"
"399","6005",243,177.39,126.36,60.75,180,180,402.492235949962,7780.70690875835,491,0.102,1.783,5.05,0.278,0.523,1.725,2923,3008,3188,2836,172,19937,2315,1032,186,715,262987,7069866,55.0702426564496,"Floresta Estacional Decidual","Estádio Avançado de Regeneração",479,20,8,2,"FED"
"400","7001",473.04,349.11,246.24,154.71,201.246117974981,201.246117974981,201.246117974981,201.246117974981,492,0.11,1.745,5.425,0.247,0.51,1.635,2918,3001,3134,2831,170,21375,2491,1286,164,712,343369,7071329,62.7170582226762,"Floresta Ombrófila Mista/Floresta Estacional Decidual","Estádio Avançado de Regeneração",480,29,11,3,"FOM"
"401","7002",473.04,349.11,246.24,154.71,201.246117974981,201.246117974981,201.246117974981,201.246117974981,493,0.105,1.768,5.285,0.264,0.51,1.617,2916,2999,3121,2830,169,21269,2476,1277,164,772,344080,7071835,72.9895328057187,"Floresta Ombrófila Mista/Floresta Estacional Decidual","Estádio Avançado de Regeneração",481,27,11,3,"FOM"
"402","8003",432.54,255.15,163.62,78.57,180,14310,14850,15390,494,0.109,1.992,4.275,0.21,0.5,2.702,2931,2988,2944,2870,118,18411,2483,880,302,249,743769,6931645,77.5644264780192,"Floresta Ombrófila Densa","Estádio Avançado de Regeneração",482,10,10,5,"FOD"
"403","8011",486.81,236.52,127.17,67.23,324.499614791759,180,180,180,497,0.105,2.325,3.7,0.319,0.48,3.025,2943,3018,3021,2865,153,21548,3245,932,394,17,719953,7119110,6.98924731182796,"Floresta Ombrófila Densa de Terras Baixas","Estádio Avançado de Regeneração",485,3,9,2,"FOD"
